2.649636190000000040e-05, 2.639471310000000040e-05, 2.635732930000000003e-05, 2.655119900000000146e-05, 2.650485660000000024e-05, 2.644106099999999997e-05, 2.640073760000000036e-05, 2.651582329999999885e-05, 2.629584559999999927e-05, 2.632395989999999968e-05, 2.648446569999999910e-05, 2.638158369999999970e-05, 2.635037709999999968e-05, 2.630233389999999861e-05, 2.632133329999999997e-05, 2.643132389999999955e-05, 2.639054580000000012e-05, 2.644599770000000027e-05, 2.650902749999999833e-05
2.631917229999999856e-05, 2.635531749999999942e-05, 2.625336490000000107e-05, 2.636999490000000134e-05, 2.629476510000000025e-05, 2.639780360000000111e-05, 2.642452999999999957e-05, 2.651597969999999868e-05, 2.641989159999999926e-05, 2.642097210000000167e-05, 2.649574159999999956e-05, 2.649528140000000139e-05, 2.641943140000000109e-05, 2.645094540000000066e-05, 2.621103700000000151e-05, 2.655382919999999897e-05, 2.645511270000000095e-05, 2.639764720000000128e-05, 2.651628890000000052e-05
2.637200489999999965e-05, 2.650532039999999961e-05, 2.637926629999999846e-05, 2.651659999999999952e-05, 2.640119960000000083e-05, 2.628704349999999988e-05, 2.638266410000000047e-05, 2.636875980000000141e-05, 2.641448740000000014e-05, 2.637524449999999955e-05, 2.637401119999999852e-05, 2.644522830000000025e-05, 2.654363199999999862e-05, 2.653899899999999842e-05, 2.627467979999999976e-05, 2.645805219999999855e-05, 2.646994649999999931e-05, 2.640382810000000107e-05, 2.654332269999999853e-05
2.641016359999999840e-05, 2.653065529999999831e-05, 2.632782159999999931e-05, 2.659816349999999903e-05, 2.662705080000000066e-05, 2.642977960000000116e-05, 2.642159230000000087e-05, 2.637602299999999912e-05, 2.639301239999999879e-05, 2.635902460000000153e-05, 2.630573540000000007e-05, 2.644259980000000001e-05, 2.650408709999999858e-05, 2.647504329999999888e-05, 2.643426160000000164e-05, 2.641464019999999877e-05, 2.643286829999999958e-05, 2.645156380000000096e-05, 2.649404449999999915e-05
2.637663780000000161e-05, 2.649543420000000001e-05, 2.621165370000000115e-05, 2.645820310000000002e-05, 2.650640089999999863e-05, 2.653050249999999968e-05, 2.649976339999999847e-05, 2.644213600000000063e-05, 2.653652699999999964e-05, 2.652061450000000117e-05, 2.636180939999999996e-05, 2.661530740000000138e-05, 2.654625679999999941e-05, 2.652416880000000126e-05, 2.644970849999999843e-05, 2.644677440000000094e-05, 2.644862799999999942e-05, 2.641263020000000046e-05, 2.648462030000000003e-05
2.641896389999999888e-05, 2.663091440000000084e-05, 2.636242609999999960e-05, 2.641077659999999859e-05, 2.654672430000000162e-05, 2.635701820000000103e-05, 2.651536310000000068e-05, 2.636860340000000158e-05, 2.656804099999999922e-05, 2.655614120000000011e-05, 2.639656850000000117e-05, 2.659322130000000038e-05, 2.663122180000000039e-05, 2.660511560000000113e-05, 2.650578060000000118e-05, 2.634667000000000096e-05, 2.648894409999999838e-05, 2.643688639999999904e-05, 2.650114950000000152e-05
2.648910050000000160e-05, 2.654332269999999853e-05, 2.656958900000000044e-05, 2.654981109999999950e-05, 2.661608229999999975e-05, 2.644476439999999924e-05, 2.658564700000000028e-05, 2.634944939999999929e-05, 2.652493820000000128e-05, 2.652787229999999878e-05, 2.642174879999999895e-05, 2.642684740000000081e-05, 2.649913949999999982e-05, 2.649435560000000154e-05, 2.661932559999999909e-05, 2.634635889999999858e-05, 2.643132029999999835e-05, 2.646438220000000091e-05, 2.642483560000000021e-05
2.648724329999999853e-05, 2.636582390000000162e-05, 2.640830639999999872e-05, 2.644291089999999900e-05, 2.644785489999999995e-05, 2.659012900000000076e-05, 2.668899649999999850e-05, 2.647318979999999864e-05, 2.661082910000000035e-05, 2.661561670000000147e-05, 2.645109819999999929e-05, 2.645063610000000058e-05, 2.642220900000000051e-05, 2.639749249999999873e-05, 2.667416270000000014e-05, 2.644769670000000122e-05, 2.640784259999999934e-05, 2.640104690000000045e-05, 2.640800080000000146e-05
2.646824580000000109e-05, 2.638266230000000157e-05, 2.638745170000000159e-05, 2.612638130000000062e-05, 2.636443610000000130e-05, 2.646608300000000076e-05, 2.662828769999999950e-05, 2.646144820000000166e-05, 2.656216930000000127e-05, 2.654842139999999864e-05, 2.650871829999999987e-05, 2.640877029999999973e-05, 2.651489919999999967e-05, 2.646608300000000076e-05, 2.661824510000000007e-05, 2.646839859999999971e-05, 2.638034680000000086e-05, 2.639733979999999835e-05, 2.648508599999999994e-05
2.649913949999999982e-05, 2.636829590000000040e-05, 2.660712200000000163e-05, 2.627962389999999895e-05, 2.649249650000000132e-05, 2.643734839999999951e-05, 2.646299440000000059e-05, 2.637895699999999837e-05, 2.641309399999999984e-05, 2.637941910000000047e-05, 2.649945240000000111e-05, 2.628394759999999906e-05, 2.644121009999999915e-05, 2.641016000000000059e-05, 2.661994589999999993e-05, 2.646855679999999845e-05, 2.634852350000000120e-05, 2.646886239999999909e-05, 2.650671189999999938e-05
